pool_rank,proposed_meal_name,review_status,provider,source_title,source_page_url,original_url,thumbnail_url,creator,credit,license,license_url,attribution_required,width,height,description,catalogue_fit_notes
69,Okoy na Puso ng Saging (Banana Blossom Patty) 01,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Okoy na Puso ng Saging (Banana Blossom Patty) 01.jpg,https://commons.wikimedia.org/wiki/File:Okoy_na_Puso_ng_Saging_(Banana_Blossom_Patty)_01.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Okoy_na_Puso_ng_Saging_%28Banana_Blossom_Patty%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Okoy_na_Puso_ng_Saging_%28Banana_Blossom_Patty%29_01.jpg/960px-Okoy_na_Puso_ng_Saging_%28Banana_Blossom_Patty%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,"Okoy or ukoy, a Filipino crispy deep-fried fritters shaped or pressed like burger patty. Okoy na Puso ng Saging (or Banana Blossom Patty) is made from banana blossom.",
70,Palabok @ casa moderna,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Palabok @ casa moderna.jpg,https://commons.wikimedia.org/wiki/File:Palabok_@_casa_moderna.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Palabok_%40_casa_moderna.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/Palabok_%40_casa_moderna.jpg/960px-Palabok_%40_casa_moderna.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4096,3072,Palabok @ casa moderna,
71,Pan Bisaya,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pan Bisaya.jpg,https://commons.wikimedia.org/wiki/File:Pan_Bisaya.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fb/Pan_Bisaya.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/Pan_Bisaya.jpg/960px-Pan_Bisaya.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2211,3316,"Pan Bisaya is a traditional bread that you can find in the province of Cebu, Siquijor, as well as other areas in the Philippines.",
72,Pancit Canton Guisado 1,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pancit Canton Guisado 1.jpg,https://commons.wikimedia.org/wiki/File:Pancit_Canton_Guisado_1.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d3/Pancit_Canton_Guisado_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Pancit_Canton_Guisado_1.jpg/960px-Pancit_Canton_Guisado_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,Pancit canton guisado serve with calamansi/lemon,
73,Pansit guisado,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pansit guisado.jpg,https://commons.wikimedia.org/wiki/File:Pansit_guisado.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Pansit_guisado.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/Pansit_guisado.jpg/960px-Pansit_guisado.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4624,2701,Pansit guisado @Mplaza Naga city,
74,Pansit Habhab of Quezon Province,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pansit Habhab of Quezon Province.jpg,https://commons.wikimedia.org/wiki/File:Pansit_Habhab_of_Quezon_Province.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Pansit_Habhab_of_Quezon_Province.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/Pansit_Habhab_of_Quezon_Province.jpg/960px-Pansit_Habhab_of_Quezon_Province.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Sheena Aloner,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3024,4032,Pansit Habhab of Quezon Province,
75,Pinoy Empanada,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pinoy Empanada.jpg,https://commons.wikimedia.org/wiki/File:Pinoy_Empanada.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Pinoy_Empanada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/Pinoy_Empanada.jpg/960px-Pinoy_Empanada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2048,1365,"Empanada is a type of pastry that is stuffed with chicken meat, potato, carrots, and sweet pea.",
76,Pinoy Kinilaw,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pinoy Kinilaw.jpg,https://commons.wikimedia.org/wiki/File:Pinoy_Kinilaw.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Pinoy_Kinilaw.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Pinoy_Kinilaw.jpg/960px-Pinoy_Kinilaw.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,"Kinilaw is a Filipino dish made with raw fish or seafood ""cooked"" in a marinade of vinegar, citrus juice, and spices. It's a popular appetizer or snack, often enjoyed with alcoholic beverages. The acidity of the marinade denatures the proteins in the fish, making it safe to eat raw.",
77,Poqui poqui,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Poqui poqui.jpg,https://commons.wikimedia.org/wiki/File:Poqui_poqui.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Poqui_poqui.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Poqui_poqui.jpg/960px-Poqui_poqui.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,Poqui poqui is an eggplant and scrambled egg dish from Ilocos Region,
78,Pork and Tofu Sisig,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pork and Tofu Sisig.jpg,https://commons.wikimedia.org/wiki/File:Pork_and_Tofu_Sisig.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Pork_and_Tofu_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/Pork_and_Tofu_Sisig.jpg/960px-Pork_and_Tofu_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Louiesemendez,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3264,4896,Pork and tofu sisig for new year's eve.,
79,Pork Inasal,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pork Inasal.jpg,https://commons.wikimedia.org/wiki/File:Pork_Inasal.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Pork_Inasal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/Pork_Inasal.jpg/960px-Pork_Inasal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kramthenik27,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5725,3629,"Pork inasal is a Filipino grilled pork dish marinated in a mix of vinegar, calamansi, soy sauce, garlic, and spices, then char-grilled to smoky perfection. It's a favorite in Filipino cuisine for its savory, tangy flavor.",
80,Pork Menudo (Filipino Pork Stew),NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pork Menudo (Filipino Pork Stew).jpg,https://commons.wikimedia.org/wiki/File:Pork_Menudo_(Filipino_Pork_Stew).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Pork_Menudo_%28Filipino_Pork_Stew%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/Pork_Menudo_%28Filipino_Pork_Stew%29.jpg/960px-Pork_Menudo_%28Filipino_Pork_Stew%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,6000,4000,Pork Menudo,
81,Pork Soup,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Pork Soup.jpg,https://commons.wikimedia.org/wiki/File:Pork_Soup.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Pork_Soup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Pork_Soup.jpg/960px-Pork_Soup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2887,3850,A different approach and presentation of a pork soup,
82,RECADO SA TINOLA,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:RECADO SA TINOLA.jpg,https://commons.wikimedia.org/wiki/File:RECADO_SA_TINOLA.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/RECADO_SA_TINOLA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/RECADO_SA_TINOLA.jpg/960px-RECADO_SA_TINOLA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Conrad027,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4057,2705,"TINOLA, is one of the most favorite chicken dishes of Filipinos, it is often cooked during the rainy season because of its vitamins and the hot broth that soothes the body.",
83,Relyeno Bangus,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Relyeno Bangus.jpg,https://commons.wikimedia.org/wiki/File:Relyeno_Bangus.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Relyeno_Bangus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/Relyeno_Bangus.jpg/960px-Relyeno_Bangus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Anneclicks,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2351,3135,It's the perfect dish to celebrate holidays and special occasions,
84,Savory Pork Dish,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Savory Pork Dish.jpg,https://commons.wikimedia.org/wiki/File:Savory_Pork_Dish.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Savory_Pork_Dish.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Savory_Pork_Dish.jpg/960px-Savory_Pork_Dish.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mhackvidanes,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4000,3000,"A tantalizing blend of flavors, this savory pork dish promises to delight your taste buds and leave you craving more.",
85,Scrambled egg on plate,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Scrambled egg on plate.jpg,https://commons.wikimedia.org/wiki/File:Scrambled_egg_on_plate.jpg,https://upload.wikimedia.org/wikipedia/commons/9/95/Scrambled_egg_on_plate.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/Scrambled_egg_on_plate.jpg/960px-Scrambled_egg_on_plate.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2608,4624,Scrambled egg on plate,
86,Seafood shrimp and bibe shell with mais,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Seafood shrimp and bibe shell with mais.jpg,https://commons.wikimedia.org/wiki/File:Seafood_shrimp_and_bibe_shell_with_mais.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Seafood_shrimp_and_bibe_shell_with_mais.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Seafood_shrimp_and_bibe_shell_with_mais.jpg/960px-Seafood_shrimp_and_bibe_shell_with_mais.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3072,4096,Seafood shrimp and bibe shell with mais,
87,Silog,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Silog.jpg,https://commons.wikimedia.org/wiki/File:Silog.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/Silog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Silog.jpg/960px-Silog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Anneclicks,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3174,2433,"Silog isn't so much a recipe as much as it is a serving suggestion, but given that it's one of Filipino's favorite breakfasts",
88,Sinabawan karning baboy,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sinabawan karning baboy.jpg,https://commons.wikimedia.org/wiki/File:Sinabawan_karning_baboy.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Sinabawan_karning_baboy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Sinabawan_karning_baboy.jpg/960px-Sinabawan_karning_baboy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2601,3767,Sinabawan karning baboy,
89,Sinigang sa hipon,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sinigang sa hipon.jpg,https://commons.wikimedia.org/wiki/File:Sinigang_sa_hipon.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Sinigang_sa_hipon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Sinigang_sa_hipon.jpg/960px-Sinigang_sa_hipon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4624,2608,Sinigang sa hipon and lots of vegetables from Bahay kubo,
90,Siomai Rice,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Siomai Rice.jpg,https://commons.wikimedia.org/wiki/File:Siomai_Rice.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Siomai_Rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Siomai_Rice.jpg/960px-Siomai_Rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1152,2048,Siomai rice in a bowl paired with black gulaman,
91,Sisig Twist,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sisig Twist.jpg,https://commons.wikimedia.org/wiki/File:Sisig_Twist.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Sisig_Twist.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Sisig_Twist.jpg/960px-Sisig_Twist.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2796,3393,A different approach and presentation of the Pinoy Sisig,
92,Sizzling tofu,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sizzling tofu.jpg,https://commons.wikimedia.org/wiki/File:Sizzling_tofu.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Sizzling_tofu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Sizzling_tofu.jpg/960px-Sizzling_tofu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5184,3456,Sizzling tofu,
93,Spamsilog,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Spamsilog.jpg,https://commons.wikimedia.org/wiki/File:Spamsilog.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Spamsilog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/Spamsilog.jpg/960px-Spamsilog.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2048,1152,"Spamsilog is a breakfast meal made of spam, egg and fried rice",
94,Special Goto,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Special Goto.jpg,https://commons.wikimedia.org/wiki/File:Special_Goto.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Special_Goto.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Special_Goto.jpg/960px-Special_Goto.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Herbertkikoy,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1536,2048,Goto is a type of rice porridge cooked with ox tripe and sometimes with pig intestine. It is served with toasted garlic on top along with calamansi.,
95,Spicy Bicol Express,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Spicy Bicol Express.jpg,https://commons.wikimedia.org/wiki/File:Spicy_Bicol_Express.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Spicy_Bicol_Express.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Spicy_Bicol_Express.jpg/960px-Spicy_Bicol_Express.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ShmilyDigital,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4000,6000,Bicol Express,
96,Sunny-side up plating,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sunny-side up plating.jpg,https://commons.wikimedia.org/wiki/File:Sunny-side_up_plating.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Sunny-side_up_plating.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Sunny-side_up_plating.jpg/960px-Sunny-side_up_plating.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chammy17,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3468,4624,Sunny-side up plating for our school presentation,
97,Sweet and sour bibi patty,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sweet and sour bibi patty.jpg,https://commons.wikimedia.org/wiki/File:Sweet_and_sour_bibi_patty.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Sweet_and_sour_bibi_patty.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/Sweet_and_sour_bibi_patty.jpg/960px-Sweet_and_sour_bibi_patty.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Sweet and sour bibi patty - entry for the cooking competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage from Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur.",
98,Sweet and Sour Bliss Banana Blossom Meat Sensation,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sweet and Sour Bliss Banana Blossom Meat Sensation.jpg,https://commons.wikimedia.org/wiki/File:Sweet_and_Sour_Bliss_Banana_Blossom_Meat_Sensation.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Sweet_and_Sour_Bliss_Banana_Blossom_Meat_Sensation.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Sweet_and_Sour_Bliss_Banana_Blossom_Meat_Sensation.jpg/960px-Sweet_and_Sour_Bliss_Banana_Blossom_Meat_Sensation.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mhackvidanes,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1080,810,"A delightful twist on a classic, featuring sweet and sour banana blossom 'meat' that promises a burst of flavor and texture in every bite.",
99,Sweet potato and lubi-lubi duchess,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Sweet potato and lubi-lubi duchess.jpg,https://commons.wikimedia.org/wiki/File:Sweet_potato_and_lubi-lubi_duchess.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/Sweet_potato_and_lubi-lubi_duchess.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/Sweet_potato_and_lubi-lubi_duchess.jpg/960px-Sweet_potato_and_lubi-lubi_duchess.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Sweet potato and lubi-lubi duchess - grand winner for the recipe competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage hails from the College of Tourism, Hospitality, and Business Management, , Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur. Team members: Russel Hernandez Sofia Ramos Coach: Dr. Rosana B. Oliveros",
100,The Akeanon Binakoe,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:The Akeanon Binakoe.jpg,https://commons.wikimedia.org/wiki/File:The_Akeanon_Binakoe.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/The_Akeanon_Binakoe.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/The_Akeanon_Binakoe.jpg/960px-The_Akeanon_Binakoe.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Joma Roma,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3781,5461,"Traditionally, chicken and young coconut meat with its juice is placed inside a bamboo along with aromatics then cooked over a fire. The Binakoe of the Aklanon is a symbol of its rich culture and resourcefulness of its people.",
101,Tilapia Sinanglay Sizzling Sisig,NEEDS_VISUAL_AND_CATALOGUE_REVIEW,WIKIMEDIA_COMMONS,File:Tilapia Sinanglay Sizzling Sisig.jpg,https://commons.wikimedia.org/wiki/File:Tilapia_Sinanglay_Sizzling_Sisig.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Tilapia_Sinanglay_Sizzling_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/Tilapia_Sinanglay_Sizzling_Sisig.jpg/960px-Tilapia_Sinanglay_Sizzling_Sisig.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Filipinayzd,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1376,1033,"Tilapia Sinanglay Sizzling Sisig - the grand winner for the cooking competition during the Pagsasatubuanan: Exploring Rinconada Food Heritage hails from the College of Technological and Developmental Education, Camarines Sur Polytechnic Colleges at Nabua, Camarines Sur. Team members: Jan Harvey Bustarga Lorraine Gratil Coach: Dr. Mitch Lomeda-Junio",
